time_utc,temperature_2m (°C),precipitation (mm),rain (mm),snowfall (cm),snowfall_height (m),freezing_level_height (m),weather_code (wmo code),wind_speed_10m (km/h),wind_speed_80m (km/h),wind_direction_10m (%),wind_direction_80m (%),wind_gusts_10m (km/h),gps_lat,gps_lon
1732063500,4.0,0.0,0.0,0.0,440.0,740.0,3,13.3,26.0,280,285,23.4,50.9364,5.3038
1732065300,4.0,0.0,0.0,0.0,470.0,730.0,3,13.7,26.3,275,281,25.2,50.8359,4.341
1732066200,3.8,0.0,0.0,0.0,470.0,750.0,3,13.0,26.0,274,282,24.8,49.6782,5.8163
1732068000,3.5,0.0,0.0,0.0,480.0,790.0,3,11.5,24.6,270,282,23.4,50.8358,4.341
1732068900,3.5,0.0,0.0,0.0,460.0,790.0,2,10.8,23.9,269,279,22.7,50.9307,5.3279
1732070700,3.6,0.0,0.0,0.0,430.0,780.0,0,9.0,22.1,266,274,20.5,49.6774,5.8181
1732072500,3.6,0.0,0.0,0.0,400.0,750.0,1,10.4,24.2,266,273,23.8,49.6807,5.8071
1732073400,3.6,0.0,0.0,0.0,390.0,730.0,2,12.6,26.7,268,275,27.7,50.8358,4.3409
1732079700,2.0,0.0,0.0,0.0,30.0,580.0,0,19.4,35.1,264,268,37.8,50.8357,4.341
1732080600,2.0,0.0,0.0,0.0,10.0,570.0,0,18.7,34.4,263,267,37.1,49.6802,5.8099
1732081500,2.0,0.0,0.0,0.0,-10.0,560.0,0,18.0,33.3,261,266,36.7,50.8329,4.3336
1732085100,1.6,0.0,0.0,0.0,-30.0,450.0,2,19.4,34.0,250,255,41.8,50.8139,4.3127
1732085100,1.6,0.0,0.0,0.0,-30.0,450.0,2,19.4,34.0,250,255,41.8,50.8139,4.3127
1732087800,1.2,0.0,0.0,0.0,-20.0,450.0,3,23.8,39.3,250,254,49.3,51.4542,4.4541
1732088700,1.1,0.0,0.0,0.0,-20.0,460.0,3,25.6,41.4,251,254,51.5,50.8357,4.341
1732090500,1.1,0.0,0.0,0.0,-10.0,500.0,3,27.7,44.2,253,256,53.6,50.8358,4.3411
1732092300,1.2,0.0,0.0,0.0,-10.0,530.0,3,28.1,44.9,256,258,52.6,51.1135,4.4872
1732092300,1.2,0.0,0.0,0.0,-10.0,530.0,3,28.1,44.9,256,258,52.6,51.1135,4.4872
1732095000,1.6,0.0,0.0,0.0,-40.0,530.0,1,27.7,43.2,256,260,50.0,50.42,4.5355
1732095000,1.6,0.0,0.0,0.0,-40.0,530.0,1,27.7,43.2,256,260,50.0,50.42,4.5355
1732098600,2.7,0.0,0.0,0.0,-80.0,450.0,2,25.2,37.9,254,260,46.4,49.6808,5.8072
1732099500,3.0,0.0,0.0,0.0,-90.0,410.0,3,24.1,36.5,253,260,46.1,50.9673,5.4948
1732099500,3.0,0.0,0.0,0.0,-90.0,410.0,3,24.1,36.5,253,260,46.1,50.9673,5.4948
1732099500,3.0,0.0,0.0,0.0,-90.0,410.0,3,24.1,36.5,253,260,46.1,50.9673,5.4948
1732101300,3.5,0.0,0.0,0.0,-90.0,410.0,3,23.0,35.4,255,260,45.7,49.6808,5.8072
1732102200,3.5,0.0,0.0,0.0,-90.0,450.0,2,23.0,35.8,256,261,46.1,50.42,4.5354
1732103100,3.7,0.0,0.0,0.0,-90.0,480.0,1,23.0,36.1,258,262,46.4,50.8154,4.3118
1732104000,3.8,0.0,0.0,0.0,-90.0,510.0,0,23.0,36.8,259,263,47.2,50.4193,4.5346
1732106700,4.0,0.0,0.0,0.0,-80.0,560.0,0,24.8,39.3,267,269,50.8,50.42,4.5354
1732108500,4.2,0.0,0.0,0.0,-80.0,590.0,0,25.2,40.0,270,271,51.5,50.8361,4.3413
1732109400,4.2,0.0,0.0,0.0,-80.0,590.0,0,25.6,40.0,270,272,51.1,50.8154,4.3117
1732111200,4.4,0.0,0.0,0.0,-80.0,600.0,0,24.8,38.9,270,272,49.7,50.8407,4.3458
1732113900,4.6,0.0,0.0,0.0,-70.0,560.0,0,22.0,33.0,262,268,45.4,50.4193,4.5341
1732115700,4.4,0.0,0.0,0.0,-70.0,550.0,0,20.2,30.2,261,267,41.8,50.8133,4.3123
1732116600,4.2,0.0,0.0,0.0,-60.0,550.0,0,19.4,29.8,262,267,39.6,50.8133,4.3123
1732117500,4.0,0.0,0.0,0.0,-60.0,540.0,0,19.1,29.5,264,268,37.4,50.5495,4.3599
1732118400,3.7,0.0,0.0,0.0,-50.0,540.0,0,18.4,29.1,265,268,35.6,50.8133,4.3123
1732120200,3.2,0.0,0.0,0.0,-50.0,530.0,0,16.9,28.4,260,263,32.4,50.8353,4.3354
1732122000,2.8,0.0,0.0,0.0,-50.0,520.0,0,16.2,28.4,255,257,31.0,50.955,4.4549
1732122900,2.7,0.0,0.0,0.0,-60.0,520.0,0,16.2,28.8,254,256,31.3,49.7201,5.6094
1732125600,2.3,0.0,0.0,0.0,-90.0,510.0,0,17.6,30.9,249,253,35.3,50.8359,4.3412
1732126500,2.2,0.0,0.0,0.0,-90.0,500.0,0,19.1,33.0,249,252,38.2,50.9673,5.4946
1732127400,2.0,0.0,0.0,0.0,-100.0,480.0,1,20.9,35.4,249,251,41.8,50.9281,4.435
1732128300,1.9,0.0,0.0,0.0,-100.0,470.0,2,22.7,37.9,248,250,45.4,50.4752,4.398
1732132800,1.2,0.3,0.0,0.0,40.0,210.0,55,27.0,43.9,248,252,54.0,50.4045,4.4385
1732132800,1.2,0.3,0.0,0.0,40.0,210.0,55,27.0,43.9,248,252,54.0,50.4045,4.4385
1732134600,0.9,1.1,0.0,0.0,30.0,220.0,63,25.6,41.4,266,265,51.5,50.8359,4.3412
1732135500,0.8,1.1,0.0,0.0,30.0,230.0,63,24.1,39.3,274,272,49.0,51.2727,4.4316
1732136400,0.6,1.1,0.0,0.0,20.0,230.0,63,22.7,36.8,283,278,46.1,49.6773,5.8184
1732136400,0.6,1.1,0.0,0.0,20.0,230.0,63,22.7,36.8,283,278,46.1,49.6773,5.8184
1732138200,0.6,0.9,0.0,0.0,10.0,260.0,63,17.3,29.1,297,290,36.4,50.9848,4.4737
1732139100,0.5,0.9,0.0,0.0,10.0,280.0,63,14.8,25.3,304,296,31.7,49.6773,5.8184
1732145400,0.6,0.8,0.0,0.0,10.0,470.0,63,15.8,29.8,305,303,33.8,49.6783,5.816
1732147200,0.6,0.8,0.0,0.0,20.0,500.0,63,11.5,23.9,300,305,25.9,50.836,4.3412
1732147200,0.6,0.8,0.0,0.0,20.0,500.0,63,11.5,23.9,300,305,25.9,50.836,4.3412
1732150800,1.5,0.2,0.0,0.0,50.0,510.0,53,13.0,25.6,276,281,30.2,50.8357,4.3409
1732151700,1.5,0.0,0.0,0.0,20.0,510.0,3,13.0,25.6,271,278,29.5,49.6783,5.816
1732154400,1.1,0.0,0.0,0.0,-70.0,510.0,3,13.0,24.9,255,267,25.6,49.6773,5.8185
1732156200,0.6,0.0,0.0,0.0,-40.0,520.0,3,11.5,23.5,247,261,24.1,51.2727,4.4316
1732156200,0.6,0.0,0.0,0.0,-40.0,520.0,3,11.5,23.5,247,261,24.1,51.2727,4.4316
1732158000,0.0,0.0,0.0,0.0,0.0,520.0,3,10.1,22.5,239,254,23.0,50.8358,4.341
1732160700,-0.1,0.0,0.0,0.0,50.0,510.0,3,11.2,24.6,223,243,20.9,50.8357,4.3412
1732163400,-0.3,0.0,0.0,0.0,70.0,480.0,3,14.8,29.5,222,237,25.6,50.1197,5.2939
1732165200,-0.6,0.0,0.0,0.0,80.0,450.0,3,17.3,32.6,225,235,29.9,50.8357,4.3408
1732166100,-0.6,0.0,0.0,0.0,80.0,440.0,3,17.3,33.0,224,234,30.2,49.6808,5.8071
1732166100,-0.6,0.0,0.0,0.0,80.0,440.0,3,17.3,33.0,224,234,30.2,49.6808,5.8071
1732167000,-0.6,0.0,0.0,0.0,70.0,430.0,3,16.9,32.6,223,233,29.9,51.2262,4.4396
1732169700,-0.4,0.0,0.0,0.0,60.0,420.0,3,14.0,28.8,221,231,26.6,50.8357,4.3409
1732171500,-0.3,0.0,0.0,0.0,60.0,440.0,3,10.8,23.9,222,233,22.7,50.833,4.3332
1732174200,-0.2,0.0,0.0,0.0,50.0,250.0,3,10.4,23.2,220,234,20.9,50.8358,4.3412
1732175100,-0.2,0.0,0.0,0.0,50.0,140.0,3,11.2,24.2,219,233,21.2,50.6386,4.6122
1732176000,-0.2,0.0,0.0,0.0,40.0,40.0,3,11.9,24.9,218,233,21.6,51.2727,4.4316
1732176000,-0.2,0.0,0.0,0.0,40.0,40.0,3,11.9,24.9,218,233,21.6,51.2727,4.4316
1732178700,-0.3,0.0,0.0,0.0,50.0,50.0,3,12.2,25.6,218,229,20.9,50.9307,5.3267
1732184100,0.4,0.0,0.0,0.0,80.0,460.0,3,12.2,26.7,221,228,22.7,50.8358,4.341
1732185900,0.4,0.0,0.0,0.0,60.0,470.0,3,9.4,22.1,219,227,18.4,50.8358,4.341
1732185900,0.4,0.0,0.0,0.0,60.0,470.0,3,9.4,22.1,219,227,18.4,50.8358,4.341
1732186800,0.5,0.0,0.0,0.0,50.0,480.0,3,8.3,20.4,218,226,16.9,50.8136,4.3105
1732187700,0.5,0.0,0.0,0.0,40.0,400.0,3,8.3,19.6,214,221,16.9,51.1942,4.4393
1732187700,0.5,0.0,0.0,0.0,40.0,400.0,3,8.3,19.6,214,221,16.9,51.1942,4.4393
1732190400,0.6,0.0,0.0,0.0,20.0,170.0,3,9.4,19.3,202,204,19.1,51.1946,4.4385
1732190400,0.6,0.0,0.0,0.0,20.0,170.0,3,9.4,19.3,202,204,19.1,51.1946,4.4385
1732191300,0.8,0.0,0.0,0.0,10.0,180.0,3,9.7,18.9,199,203,19.4,49.9898,5.3205
1732194900,1.2,0.0,0.0,0.0,-20.0,260.0,3,8.3,15.8,200,204,18.0,50.4694,4.8635
1732196700,1.1,0.0,0.0,0.0,-30.0,370.0,3,4.3,11.2,219,215,14.4,51.3118,3.1347
1732197600,1.1,0.0,0.0,0.0,-40.0,420.0,3,3.2,9.8,229,220,12.6,50.7966,4.4066
1732199400,1.0,0.0,0.0,0.0,-40.0,430.0,3,3.6,9.1,245,229,10.8,51.2727,4.4316
1732202100,1.1,0.0,0.0,0.0,-30.0,450.0,3,4.7,8.1,286,259,8.6,50.8381,4.3399
1732203000,1.2,0.0,0.0,0.0,-20.0,470.0,3,4.7,7.0,311,281,7.6,50.8152,4.3137
1732203900,1.2,0.0,0.0,0.0,-10.0,480.0,3,4.7,6.0,335,302,6.8,50.506,4.7916
1732206600,0.6,0.0,0.0,0.0,30.0,480.0,3,6.5,11.6,3,329,10.1,50.1984,5.3097
1732210200,-0.4,0.0,0.0,0.0,70.0,480.0,3,5.0,13.3,296,319,8.3,49.6808,5.8072
1732211100,-0.6,0.0,0.0,0.0,70.0,480.0,3,3.6,10.5,261,311,5.4,50.9672,5.4948
1732212000,-0.7,0.0,0.0,0.0,80.0,490.0,3,2.5,9.1,226,303,3.2,49.6782,5.816
1732219200,-2.0,0.0,0.0,0.0,20.0,460.0,2,5.0,20.4,261,299,7.9,49.6782,5.8161
1732221000,-2.0,0.0,0.0,0.0,20.0,480.0,1,6.8,21.8,261,295,10.8,51.2727,4.4316
1732221000,-2.0,0.0,0.0,0.0,20.0,480.0,1,6.8,21.8,261,295,10.8,51.2727,4.4316
1732223700,-1.9,0.0,0.0,0.0,10.0,510.0,0,7.6,22.5,258,287,13.0,50.8358,4.3409
1732226400,-2.0,0.0,0.0,0.0,0.0,540.0,0,6.1,22.5,253,279,12.6,51.2727,4.4316
1732227300,-2.2,0.0,0.0,0.0,0.0,550.0,0,6.8,24.2,252,278,13.3,51.1902,3.2219
1732228200,-2.2,0.0,0.0,0.0,0.0,560.0,0,8.3,26.3,251,278,14.4,51.1883,3.223
1732229100,-2.3,0.0,0.0,0.0,0.0,560.0,0,9.4,28.8,249,277,15.5,51.2727,4.4316
1732229100,-2.3,0.0,0.0,0.0,0.0,560.0,0,9.4,28.8,249,277,15.5,51.2727,4.4316
1732230000,-2.4,0.0,0.0,0.0,0.0,570.0,0,10.4,30.2,248,276,16.2,49.6783,5.816
1732234500,-2.0,0.0,0.0,0.0,20.0,570.0,0,10.4,28.4,241,257,18.7,51.1883,3.223
1732234500,-2.0,0.0,0.0,0.0,20.0,570.0,0,10.4,28.4,241,257,18.7,51.1883,3.223
1732235400,-1.8,0.0,0.0,0.0,20.0,580.0,0,10.4,28.4,241,258,19.1,50.836,4.3413
1732236300,-1.6,0.0,0.0,0.0,10.0,590.0,0,10.4,28.1,241,258,19.8,49.6782,5.816
1732237200,-1.5,0.0,0.0,0.0,10.0,600.0,0,10.8,28.4,241,258,20.5,49.6771,5.8186
1732239000,-1.6,0.0,0.0,0.0,30.0,590.0,2,11.5,29.8,241,255,23.0,49.6783,5.816
1732239900,-1.6,0.0,0.0,0.0,30.0,590.0,3,12.2,30.5,240,254,24.5,51.2248,4.4408
1732246200,-0.3,0.0,0.0,0.0,50.0,500.0,0,16.9,35.1,242,250,32.0,49.6798,5.8107
1732246200,-0.3,0.0,0.0,0.0,50.0,500.0,0,16.9,35.1,242,250,32.0,49.6798,5.8107
1732247100,-0.2,0.0,0.0,0.0,40.0,490.0,0,16.9,34.0,239,247,32.0,51.1979,3.2167
1732248900,0.1,0.0,0.0,0.0,30.0,470.0,1,16.2,31.9,238,245,31.0,49.6798,5.8107
1732251600,0.2,0.0,0.0,0.0,30.0,460.0,3,14.0,28.8,241,248,28.4,51.24,3.207
1732252500,0.2,0.0,0.0,0.0,40.0,460.0,3,13.0,27.0,243,249,27.4,50.4695,4.8637
1732252500,0.2,0.0,0.0,0.0,40.0,460.0,3,13.0,27.0,243,249,27.4,50.4695,4.8637
1732256100,0.3,0.5,0.0,0.0,80.0,390.0,61,13.3,24.9,250,251,28.8,50.4244,4.9054
1732257000,0.6,0.5,0.0,0.0,80.0,310.0,61,16.6,29.5,250,251,33.8,50.5241,4.7638
1732258800,0.9,0.5,0.0,0.0,70.0,160.0,61,21.6,36.8,249,251,41.0,50.7639,5.0294
1732261500,0.2,0.0,0.0,0.0,70.0,90.0,3,18.7,34.7,238,242,35.6,50.8599,4.3616
1732263300,0.2,0.0,0.0,0.0,70.0,80.0,3,18.0,33.7,234,238,34.6,50.9673,5.4947
1732263300,0.2,0.0,0.0,0.0,70.0,80.0,3,18.0,33.7,234,238,34.6,50.9673,5.4947
1732263300,0.2,0.0,0.0,0.0,70.0,80.0,3,18.0,33.7,234,238,34.6,50.9673,5.4947
1732264200,0.4,0.0,0.0,0.0,80.0,90.0,3,18.7,33.7,234,238,36.0,50.5715,4.6903
1732266000,0.8,0.0,0.0,0.0,80.0,110.0,3,20.2,34.4,233,236,39.2,51.3629,4.4596
1732268700,1.0,0.0,0.0,0.0,40.0,460.0,3,22.7,37.5,236,238,44.3,50.836,4.3412
1732270500,1.1,0.0,0.0,0.0,20.0,490.0,3,23.0,37.2,238,239,45.7,49.7195,5.5854
1732270500,1.1,0.0,0.0,0.0,20.0,490.0,3,23.0,37.2,238,239,45.7,49.7195,5.5854
1732273200,1.2,0.0,0.0,0.0,0.0,230.0,3,21.2,34.0,241,242,45.0,50.4243,4.3935
1732274100,1.4,0.3,0.0,0.0,-20.0,260.0,55,21.2,33.7,242,244,44.6,49.6808,5.8072
1732275900,1.9,0.3,0.0,0.0,-50.0,320.0,55,21.2,34.4,245,247,44.6,50.8167,4.3103
1732277700,2.3,0.1,0.0,0.0,-60.0,410.0,51,22.7,36.8,247,249,46.4,49.9857,5.3224
1732277700,2.3,0.1,0.0,0.0,-60.0,410.0,51,22.7,36.8,247,249,46.4,49.9857,5.3224
1732278600,2.5,0.1,0.0,0.0,-50.0,470.0,51,24.1,38.9,248,250,49.0,50.8359,4.3412
1732280400,2.7,0.1,0.0,0.0,-30.0,590.0,51,26.6,42.5,250,252,52.6,51.2481,3.2062
1732282200,2.7,0.0,0.0,0.0,-10.0,590.0,3,26.6,43.2,249,251,52.9,51.0522,3.6324
1732284900,3.0,0.0,0.0,0.0,20.0,600.0,3,25.6,41.1,249,253,50.4,51.0177,4.4847
1732287600,4.3,0.0,0.0,0.0,10.0,640.0,3,23.8,36.8,256,260,46.1,50.684,4.3759
1732287600,4.3,0.0,0.0,0.0,10.0,640.0,3,23.8,36.8,256,260,46.1,50.684,4.3759
1732287600,4.3,0.0,0.0,0.0,10.0,640.0,3,23.8,36.8,256,260,46.1,50.684,4.3759
1732287600,4.3,0.0,0.0,0.0,10.0,640.0,3,23.8,36.8,256,260,46.1,50.684,4.3759
1732287600,4.3,0.0,0.0,0.0,10.0,640.0,3,23.8,36.8,256,260,46.1,50.684,4.3759
1732293900,4.3,0.0,0.0,0.0,60.0,700.0,0,24.1,39.6,268,269,49.0,50.9673,5.4947
1732294800,4.3,0.0,0.0,0.0,70.0,710.0,0,23.4,38.6,271,271,47.9,50.8359,4.3413
1732295700,4.2,0.0,0.0,0.0,130.0,720.0,1,22.7,37.9,271,272,46.1,50.9588,4.4577
1732299300,3.8,0.0,0.0,0.0,330.0,740.0,3,21.6,37.9,271,272,42.1,50.8358,4.3411
1732299300,3.8,0.0,0.0,0.0,330.0,740.0,3,21.6,37.9,271,272,42.1,50.8358,4.3411
1732299300,3.8,0.0,0.0,0.0,330.0,740.0,3,21.6,37.9,271,272,42.1,50.8358,4.3411
1732299300,3.8,0.0,0.0,0.0,330.0,740.0,3,21.6,37.9,271,272,42.1,50.8358,4.3411
1732302000,3.9,0.0,0.0,0.0,340.0,750.0,2,24.8,42.1,267,269,47.2,50.8209,4.2551
1732303800,3.5,0.0,0.0,0.0,330.0,760.0,1,22.3,37.5,261,265,41.4,51.3939,4.4665
1732304700,3.3,0.0,0.0,0.0,320.0,760.0,0,20.2,34.0,258,262,37.1,51.1517,3.2634
1732305600,3.2,0.0,0.0,0.0,310.0,760.0,0,18.7,31.6,255,260,33.8,50.8835,4.4022
1732308300,2.8,0.0,0.0,0.0,310.0,780.0,0,16.2,29.1,257,262,28.4,50.5939,4.343
1732309200,2.7,0.0,0.0,0.0,310.0,780.0,0,15.1,28.1,257,263,27.0,50.8774,4.3773
1732310100,2.3,0.0,0.0,0.0,310.0,780.0,1,13.7,26.3,248,256,25.2,51.1909,3.2222
1732311000,1.8,0.0,0.0,0.0,310.0,790.0,2,12.2,24.6,240,250,23.4,51.1909,3.2222
1732311900,1.4,0.0,0.0,0.0,310.0,790.0,3,10.8,22.5,231,243,22.0,50.5932,4.3442
1732314600,0.5,0.0,0.0,0.0,170.0,780.0,3,8.3,20.0,213,227,18.7,50.4192,4.5344
1732314600,0.5,0.0,0.0,0.0,170.0,780.0,3,8.3,20.0,213,227,18.7,50.4192,4.5344
1732316400,0.3,0.0,0.0,0.0,20.0,760.0,3,8.3,20.4,204,217,18.7,51.1909,3.2222
1732317300,0.3,0.0,0.0,0.0,30.0,770.0,3,9.0,20.7,207,218,20.2,51.1909,3.2222
1732320900,0.7,0.0,0.0,0.0,50.0,790.0,45,14.4,23.9,217,219,28.8,50.4192,4.5344
1732323600,1.1,0.0,0.0,0.0,40.0,770.0,3,17.3,28.1,218,217,32.4,49.6773,5.8184
1732323600,1.1,0.0,0.0,0.0,40.0,770.0,3,17.3,28.1,218,217,32.4,49.6773,5.8184
1732328100,1.3,0.0,0.0,0.0,30.0,780.0,2,10.4,23.9,209,207,19.4,50.8359,4.341
1732329000,1.4,0.0,0.0,0.0,30.0,800.0,3,12.2,24.6,207,206,22.0,49.6773,5.8184
1732329900,1.5,0.0,0.0,0.0,30.0,810.0,3,14.0,25.6,204,205,24.8,50.8896,4.407
1732330800,1.5,0.0,0.0,0.0,30.0,820.0,3,15.1,26.3,202,204,27.0,50.8359,4.3411
1732331700,1.5,0.0,0.0,0.0,30.0,830.0,3,15.5,26.3,203,205,28.1,51.1909,3.2222
1732332600,1.5,0.0,0.0,0.0,20.0,840.0,3,15.8,26.3,204,206,28.8,50.4192,4.5344
1732335300,1.4,0.0,0.0,0.0,10.0,870.0,3,15.1,26.0,202,205,29.2,50.8896,4.4069
1732337100,1.2,0.0,0.0,0.0,20.0,900.0,3,14.4,26.3,194,198,28.8,51.1909,3.2222
1732341600,1.5,0.0,0.0,0.0,480.0,980.0,3,16.9,29.1,181,186,32.0,50.8895,4.4069
1732341600,1.5,0.0,0.0,0.0,480.0,980.0,3,16.9,29.1,181,186,32.0,50.8895,4.4069
1732342500,1.5,0.0,0.0,0.0,520.0,980.0,3,17.3,29.5,185,188,33.1,49.6773,5.8184
1732344300,1.7,0.0,0.0,0.0,610.0,970.0,3,16.9,30.2,192,193,34.9,49.6773,5.8183
1732344300,1.7,0.0,0.0,0.0,610.0,970.0,3,16.9,30.2,192,193,34.9,49.6773,5.8183
1732347900,1.9,0.0,0.0,0.0,190.0,970.0,3,19.8,34.4,193,193,36.4,49.7198,5.5985
1732348800,2.0,0.0,0.0,0.0,30.0,970.0,3,20.2,34.7,192,192,36.4,49.6773,5.8184
1732351500,2.0,0.0,0.0,0.0,20.0,1010.0,3,18.0,31.9,188,190,34.6,50.9309,4.4369
1732351500,2.0,0.0,0.0,0.0,20.0,1010.0,3,18.0,31.9,188,190,34.6,50.9309,4.4369
1732354200,2.5,0.0,0.0,0.0,10.0,980.0,3,18.0,31.9,187,189,35.6,50.6525,4.3707
1732354200,2.5,0.0,0.0,0.0,10.0,980.0,3,18.0,31.9,187,189,35.6,50.6525,4.3707
1732354200,2.5,0.0,0.0,0.0,10.0,980.0,3,18.0,31.9,187,189,35.6,50.6525,4.3707
1732356000,2.9,0.0,0.0,0.0,0.0,940.0,3,18.7,32.6,187,188,37.1,50.9192,4.7221
1732356000,2.9,0.0,0.0,0.0,0.0,940.0,3,18.7,32.6,187,188,37.1,50.9192,4.7221
1732358700,3.2,0.1,0.0,0.0,0.0,1030.0,51,16.9,29.8,184,185,33.5,49.6808,5.807
1732360500,3.3,0.0,0.0,0.0,-10.0,1060.0,3,16.9,30.2,185,185,34.2,50.8895,4.407
1732361400,3.4,0.0,0.0,0.0,-30.0,1060.0,3,18.0,31.6,188,186,36.4,50.6028,4.3357
1732365900,4.2,0.0,0.0,0.0,-70.0,1210.0,3,21.2,35.4,188,188,42.8,50.8896,4.4069
1732369500,4.4,0.0,0.0,0.0,-90.0,1410.0,3,23.8,40.0,184,185,46.8,50.8358,4.341
1732370400,4.4,0.0,0.0,0.0,-90.0,1460.0,3,23.8,40.7,183,184,47.2,50.7552,4.4779
1732370400,4.4,0.0,0.0,0.0,-90.0,1460.0,3,23.8,40.7,183,184,47.2,50.7552,4.4779
1732372200,4.6,0.0,0.0,0.0,-90.0,1700.0,3,22.3,38.9,185,186,46.1,50.8358,4.3412
1732373100,4.7,0.0,0.0,0.0,-90.0,1820.0,3,21.2,37.5,186,186,45.0,50.8281,4.3257
1732373100,4.7,0.0,0.0,0.0,-90.0,1820.0,3,21.2,37.5,186,186,45.0,50.8281,4.3257
1732374900,4.8,0.0,0.0,0.0,390.0,1980.0,3,20.5,36.1,187,188,43.6,49.6773,5.8184
1732374900,4.8,0.0,0.0,0.0,390.0,1980.0,3,20.5,36.1,187,188,43.6,49.6773,5.8184
1732375800,4.9,0.0,0.0,0.0,880.0,2030.0,3,20.5,36.1,188,189,43.2,50.835,4.3347
1732379400,5.1,0.0,0.0,0.0,1850.0,2200.0,3,22.0,38.2,187,189,43.9,50.8896,4.407
1732380300,5.1,0.0,0.0,0.0,1860.0,2250.0,3,22.3,39.3,186,188,44.6,50.4727,4.8389
1732380300,5.1,0.0,0.0,0.0,1860.0,2250.0,3,22.3,39.3,186,188,44.6,50.4727,4.8389
1732383900,5.7,0.1,0.0,0.0,1970.0,2250.0,51,26.3,45.3,188,189,54.0,50.8358,4.341
1732383900,5.7,0.1,0.0,0.0,1970.0,2250.0,51,26.3,45.3,188,189,54.0,50.8358,4.341
1732388400,4.5,0.4,0.0,0.0,2090.0,2340.0,61,25.2,43.9,199,199,52.2,50.877,4.3765
1732392900,5.2,0.0,0.0,0.0,2250.0,2490.0,3,24.5,43.5,204,204,51.8,50.4045,4.4381
1732395600,6.1,0.0,0.0,0.0,2310.0,2530.0,3,26.6,47.0,205,205,54.4,50.8358,4.3411
1732397400,6.6,0.0,0.0,0.0,2300.0,2610.0,3,29.2,49.8,205,205,58.0,49.6782,5.8162
1732398300,6.8,0.0,0.0,0.0,2290.0,2640.0,3,30.2,50.9,204,204,59.4,50.8358,4.3411
1732398300,6.8,0.0,0.0,0.0,2290.0,2640.0,3,30.2,50.9,204,204,59.4,50.8358,4.3411
1732399200,7.0,0.0,0.0,0.0,2280.0,2680.0,3,30.6,51.2,204,204,60.1,49.6773,5.8184
1732401000,6.9,0.0,0.0,0.0,2370.0,2690.0,3,29.5,49.5,204,204,58.0,50.8358,4.3411
1732407300,7.7,0.0,0.0,0.0,2400.0,2720.0,3,25.6,43.5,200,202,52.2,49.6782,5.8163
1732407300,7.7,0.0,0.0,0.0,2400.0,2720.0,3,25.6,43.5,200,202,52.2,49.6782,5.8163
1732409100,7.8,0.0,0.0,0.0,2410.0,2770.0,3,26.3,45.3,197,199,54.4,49.6782,5.8163
1732410000,7.8,0.0,0.0,0.0,2410.0,2800.0,3,26.6,45.6,195,198,54.7,50.8357,4.341
1732411800,7.8,0.0,0.0,0.0,2440.0,2770.0,3,25.6,43.9,200,201,52.6,50.8896,4.407
1732413600,8.0,0.0,0.0,0.0,2470.0,2740.0,3,24.5,42.1,204,204,50.8,51.2726,4.4315
1732420800,9.2,0.0,0.0,0.0,2290.0,2870.0,3,29.2,49.5,201,202,57.6,51.1883,3.223
1732420800,9.2,0.0,0.0,0.0,2290.0,2870.0,3,29.2,49.5,201,202,57.6,51.1883,3.223
1732420800,9.2,0.0,0.0,0.0,2290.0,2870.0,3,29.2,49.5,201,202,57.6,51.1883,3.223
1732424400,9.8,0.0,0.0,0.0,2270.0,2850.0,3,26.3,46.0,206,206,54.4,51.1883,3.223
1732425300,9.9,0.0,0.0,0.0,2290.0,2890.0,3,25.9,45.3,206,206,54.0,50.8357,4.3411
1732426200,10.1,0.0,0.0,0.0,2310.0,2940.0,3,25.9,44.2,206,205,53.6,49.6808,5.8071
1732428000,10.4,0.0,0.0,0.0,2350.0,3020.0,3,25.9,43.9,205,204,53.6,51.1883,3.2229
1732430700,10.3,0.0,0.0,0.0,2400.0,3070.0,3,28.4,48.4,201,202,57.2,50.8896,4.407
1732431600,10.2,0.0,0.0,0.0,2410.0,3090.0,3,28.8,49.5,200,201,58.0,50.3433,5.0613
1732431600,10.2,0.0,0.0,0.0,2410.0,3090.0,3,28.8,49.5,200,201,58.0,50.3433,5.0613
1732432500,10.2,0.0,0.0,0.0,2430.0,3080.0,3,28.4,49.1,200,201,57.2,50.4045,4.4382
1732432500,10.2,0.0,0.0,0.0,2430.0,3080.0,3,28.4,49.1,200,201,57.2,50.4045,4.4382
1732437900,10.7,0.0,0.0,0.0,2500.0,3060.0,3,29.5,50.5,191,193,57.2,50.8895,4.407
1732437900,10.7,0.0,0.0,0.0,2500.0,3060.0,3,29.5,50.5,191,193,57.2,50.8895,4.407
1732442400,12.0,0.0,0.0,0.0,2520.0,3150.0,3,30.2,48.8,203,201,59.4,50.8359,4.3411
1732443300,12.4,0.0,0.0,0.0,2520.0,3150.0,3,31.0,49.5,204,202,60.1,49.6773,5.8184
1732443300,12.4,0.0,0.0,0.0,2520.0,3150.0,3,31.0,49.5,204,202,60.1,49.6773,5.8184
1732444200,12.7,0.0,0.0,0.0,2510.0,3150.0,3,31.7,50.9,204,203,60.8,50.8896,4.407
1732445100,13.0,0.0,0.0,0.0,2510.0,3150.0,3,32.4,52.3,205,203,61.6,50.4851,4.8304
